time_iso8601,temperature_2m_°C,wind_speed_10m_km/h,rain_mm,snowfall_cm,relative_humidity_2m_%,dew_point_2m_°C,apparent_temperature_°C,precipitation_mm,wind_direction_10m_°,wind_gusts_10m_km/h,cloud_cover_low_%,cloud_cover_mid_%,cloud_cover_high_%,latitude,longitude,elevation,generationtime_ms,utc_offset_seconds,timezone,timezone_abbreviation
2025-06-29T18:00,29.0,6.5,0.0,0.0,38,13.4,29.1,0.0,240,19.4,15,13,98,51.493847,-0.1630249,29.0,0.3751516342163086,0,GMT,GMT
2025-06-29T19:00,26.9,10.4,0.0,0.0,50,15.7,27.3,0.0,203,27.0,6,0,56,51.493847,-0.1630249,29.0,0.3751516342163086,0,GMT,GMT
2025-06-29T20:00,24.3,14.8,0.0,0.0,62,16.4,24.3,0.0,175,35.3,0,0,0,51.493847,-0.1630249,29.0,0.3751516342163086,0,GMT,GMT
2025-06-29T21:00,23.0,9.6,0.0,0.0,65,16.1,23.7,0.0,174,35.3,0,0,0,51.493847,-0.1630249,29.0,0.3751516342163086,0,GMT,GMT
2025-06-29T22:00,22.5,7.0,0.0,0.0,67,16.1,23.6,0.0,170,22.7,1,0,7,51.493847,-0.1630249,29.0,0.3751516342163086,0,GMT,GMT
2025-06-29T23:00,21.7,4.4,0.0,0.0,71,16.1,23.1,0.0,173,17.3,3,0,14,51.493847,-0.1630249,29.0,0.3751516342163086,0,GMT,GMT
2025-06-30T00:00,21.2,4.4,0.0,0.0,73,16.3,22.8,0.0,150,11.9,8,0,57,51.493847,-0.1630249,29.0,0.3751516342163086,0,GMT,GMT
2025-06-30T01:00,20.1,6.7,0.0,0.0,76,15.7,21.1,0.0,114,16.6,2,0,81,51.493847,-0.1630249,29.0,0.3751516342163086,0,GMT,GMT
2025-06-30T02:00,19.6,5.8,0.0,0.0,76,15.3,20.5,0.0,106,15.8,0,0,0,51.493847,-0.1630249,29.0,0.3751516342163086,0,GMT,GMT
2025-06-30T03:00,19.1,5.2,0.0,0.0,78,15.1,20.1,0.0,96,13.7,0,0,0,51.493847,-0.1630249,29.0,0.3751516342163086,0,GMT,GMT
2025-06-30T04:00,18.8,5.9,0.0,0.0,78,14.9,19.5,0.0,88,14.4,1,0,0,51.493847,-0.1630249,29.0,0.3751516342163086,0,GMT,GMT
2025-06-30T05:00,18.7,5.5,0.0,0.0,79,14.9,19.5,0.0,81,14.0,9,0,0,51.493847,-0.1630249,29.0,0.3751516342163086,0,GMT,GMT
2025-06-30T06:00,19.4,4.7,0.0,0.0,74,14.7,20.3,0.0,81,15.1,17,0,0,51.493847,-0.1630249,29.0,0.3751516342163086,0,GMT,GMT
2025-06-30T07:00,21.0,4.7,0.0,0.0,66,14.4,21.7,0.0,86,15.8,18,0,0,51.493847,-0.1630249,29.0,0.3751516342163086,0,GMT,GMT
2025-06-30T08:00,23.0,5.2,0.0,0.0,58,14.2,23.6,0.0,94,18.0,18,0,0,51.493847,-0.1630249,29.0,0.3751516342163086,0,GMT,GMT
2025-06-30T09:00,25.3,6.1,0.0,0.0,51,14.4,26.0,0.0,109,20.9,3,0,0,51.493847,-0.1630249,29.0,0.3751516342163086,0,GMT,GMT
2025-06-30T10:00,27.5,8.0,0.0,0.0,48,15.5,29.1,0.0,138,24.5,43,0,0,51.493847,-0.1630249,29.0,0.3751516342163086,0,GMT,GMT
2025-06-30T11:00,29.3,10.2,0.0,0.0,41,14.6,30.3,0.0,166,29.9,42,0,0,51.493847,-0.1630249,29.0,0.3751516342163086,0,GMT,GMT
2025-06-30T12:00,30.5,11.4,0.0,0.0,36,13.9,31.4,0.0,177,33.1,19,10,0,51.493847,-0.1630249,29.0,0.3751516342163086,0,GMT,GMT
2025-06-30T13:00,31.0,10.7,0.0,0.0,38,15.1,32.7,0.0,168,32.4,4,0,0,51.493847,-0.1630249,29.0,0.3751516342163086,0,GMT,GMT
2025-06-30T14:00,31.7,11.5,0.0,0.0,36,15.0,33.1,0.0,178,33.8,3,0,1,51.493847,-0.1630249,29.0,0.3751516342163086,0,GMT,GMT
2025-06-30T15:00,31.9,12.2,0.0,0.0,34,14.1,32.3,0.0,193,34.6,1,0,0,51.493847,-0.1630249,29.0,0.3751516342163086,0,GMT,GMT
2025-06-30T16:00,31.8,11.7,0.0,0.0,32,13.0,31.3,0.0,205,34.6,0,0,0,51.493847,-0.1630249,29.0,0.3751516342163086,0,GMT,GMT
2025-06-30T17:00,31.3,10.8,0.0,0.0,32,12.8,30.6,0.0,210,32.8,0,0,0,51.493847,-0.1630249,29.0,0.3751516342163086,0,GMT,GMT
2025-06-30T18:00,30.6,10.5,0.0,0.0,35,13.3,30.1,0.0,207,30.6,0,0,0,51.493847,-0.1630249,29.0,0.3751516342163086,0,GMT,GMT
2025-06-30T19:00,29.8,9.5,0.0,0.0,39,14.3,29.8,0.0,202,28.8,0,0,0,51.493847,-0.1630249,29.0,0.3751516342163086,0,GMT,GMT
2025-06-30T20:00,28.8,8.3,0.0,0.0,44,15.2,29.3,0.0,186,24.5,0,0,0,51.493847,-0.1630249,29.0,0.3751516342163086,0,GMT,GMT
2025-06-30T21:00,27.7,8.8,0.0,0.0,48,15.7,28.4,0.0,169,20.2,0,0,0,51.493847,-0.1630249,29.0,0.3751516342163086,0,GMT,GMT
2025-06-30T22:00,26.6,8.2,0.0,0.0,52,16.0,27.5,0.0,172,20.9,0,0,0,51.493847,-0.1630249,29.0,0.3751516342163086,0,GMT,GMT
2025-06-30T23:00,25.7,5.8,0.0,0.0,56,16.3,27.0,0.0,178,19.1,0,0,1,51.493847,-0.1630249,29.0,0.3751516342163086,0,GMT,GMT
2025-07-01T00:00,25.1,4.6,0.0,0.0,57,16.0,26.5,0.0,191,13.3,0,0,0,51.493847,-0.1630249,29.0,0.3751516342163086,0,GMT,GMT
2025-07-01T01:00,24.6,1.8,0.0,0.0,61,16.6,26.7,0.0,217,8.3,0,23,12,51.493847,-0.1630249,29.0,0.3751516342163086,0,GMT,GMT
2025-07-01T02:00,24.1,3.0,0.0,0.0,63,16.6,26.0,0.0,232,6.5,2,17,4,51.493847,-0.1630249,29.0,0.3751516342163086,0,GMT,GMT
2025-07-01T03:00,23.8,1.1,0.0,0.0,64,16.6,25.9,0.0,342,6.1,0,36,0,51.493847,-0.1630249,29.0,0.3751516342163086,0,GMT,GMT
2025-07-01T04:00,23.6,2.2,0.0,0.0,63,16.2,25.4,0.0,318,4.0,0,45,0,51.493847,-0.1630249,29.0,0.3751516342163086,0,GMT,GMT
2025-07-01T05:00,23.6,3.1,0.0,0.0,63,16.1,25.3,0.0,320,10.8,0,47,7,51.493847,-0.1630249,29.0,0.3751516342163086,0,GMT,GMT
2025-07-01T06:00,24.2,4.2,0.0,0.0,60,16.0,25.7,0.0,25,12.2,0,19,11,51.493847,-0.1630249,29.0,0.3751516342163086,0,GMT,GMT
2025-07-01T07:00,25.6,4.8,0.0,0.0,54,15.6,26.8,0.0,34,15.8,0,1,5,51.493847,-0.1630249,29.0,0.3751516342163086,0,GMT,GMT
2025-07-01T08:00,27.2,4.6,0.0,0.0,48,15.1,28.2,0.0,51,16.9,0,4,7,51.493847,-0.1630249,29.0,0.3751516342163086,0,GMT,GMT
2025-07-01T09:00,28.6,3.0,0.0,0.0,44,15.2,30.2,0.0,52,16.6,0,35,95,51.493847,-0.1630249,29.0,0.3751516342163086,0,GMT,GMT
2025-07-01T10:00,29.8,0.6,0.0,0.0,42,15.5,32.2,0.0,214,14.8,0,27,100,51.493847,-0.1630249,29.0,0.3751516342163086,0,GMT,GMT
2025-07-01T11:00,30.9,4.1,0.0,0.0,39,15.4,33.1,0.0,236,18.0,0,28,100,51.493847,-0.1630249,29.0,0.3751516342163086,0,GMT,GMT
2025-07-01T12:00,32.2,7.6,0.0,0.0,33,14.1,33.9,0.0,243,25.2,0,21,4,51.493847,-0.1630249,29.0,0.3751516342163086,0,GMT,GMT
2025-07-01T13:00,32.5,8.8,0.0,0.0,31,13.2,33.2,0.0,250,28.8,0,6,43,51.493847,-0.1630249,29.0,0.3751516342163086,0,GMT,GMT
2025-07-01T14:00,33.3,8.4,0.0,0.0,28,12.5,34.5,0.0,245,28.1,0,7,100,51.493847,-0.1630249,29.0,0.3751516342163086,0,GMT,GMT
2025-07-01T15:00,33.5,9.1,0.0,0.0,27,12.0,33.4,0.0,255,28.8,0,11,100,51.493847,-0.1630249,29.0,0.3751516342163086,0,GMT,GMT
2025-07-01T16:00,33.0,8.3,0.0,0.0,28,12.0,32.4,0.0,257,28.1,0,19,100,51.493847,-0.1630249,29.0,0.3751516342163086,0,GMT,GMT
2025-07-01T17:00,32.2,10.8,0.0,0.0,31,13.2,31.6,0.0,266,29.2,0,0,100,51.493847,-0.1630249,29.0,0.3751516342163086,0,GMT,GMT
2025-07-01T18:00,31.2,10.0,0.0,0.0,35,14.1,31.1,0.0,277,30.2,0,5,67,51.493847,-0.1630249,29.0,0.3751516342163086,0,GMT,GMT
2025-07-01T19:00,30.9,9.7,0.0,0.0,37,14.4,30.9,0.0,271,26.6,0,11,29,51.493847,-0.1630249,29.0,0.3751516342163086,0,GMT,GMT
2025-07-01T20:00,29.4,7.0,0.0,0.0,41,14.7,29.9,0.0,357,24.5,8,37,24,51.493847,-0.1630249,29.0,0.3751516342163086,0,GMT,GMT
2025-07-01T21:00,26.6,10.5,0.0,0.0,56,17.2,27.6,0.0,27,25.9,21,23,41,51.493847,-0.1630249,29.0,0.3751516342163086,0,GMT,GMT
2025-07-01T22:00,25.3,6.9,0.0,0.0,60,16.9,26.7,0.0,37,25.2,6,99,0,51.493847,-0.1630249,29.0,0.3751516342163086,0,GMT,GMT
2025-07-01T23:00,24.1,9.3,0.0,0.0,63,16.6,25.1,0.0,24,22.7,14,3,0,51.493847,-0.1630249,29.0,0.3751516342163086,0,GMT,GMT
2025-07-02T00:00,22.8,8.4,0.0,0.0,67,16.4,23.8,0.0,19,23.0,13,0,3,51.493847,-0.1630249,29.0,0.3751516342163086,0,GMT,GMT
2025-07-02T01:00,20.5,7.4,0.0,0.0,75,16.0,21.5,0.0,18,20.2,3,28,4,51.493847,-0.1630249,29.0,0.3751516342163086,0,GMT,GMT
2025-07-02T02:00,19.9,6.9,0.0,0.0,77,15.8,20.9,0.0,37,18.7,0,100,33,51.493847,-0.1630249,29.0,0.3751516342163086,0,GMT,GMT
2025-07-02T03:00,19.7,6.3,0.0,0.0,77,15.6,20.6,0.0,35,18.0,0,100,91,51.493847,-0.1630249,29.0,0.3751516342163086,0,GMT,GMT
2025-07-02T04:00,19.4,3.9,0.0,0.0,78,15.5,20.7,0.0,16,16.9,0,100,99,51.493847,-0.1630249,29.0,0.3751516342163086,0,GMT,GMT
2025-07-02T05:00,19.2,6.7,0.1,0.0,79,15.4,20.0,0.1,3,17.3,6,100,100,51.493847,-0.1630249,29.0,0.3751516342163086,0,GMT,GMT
2025-07-02T06:00,19.0,5.2,0.0,0.0,79,15.2,20.0,0.0,22,18.7,14,100,100,51.493847,-0.1630249,29.0,0.3751516342163086,0,GMT,GMT
2025-07-02T07:00,19.2,3.5,0.2,0.0,78,15.3,20.5,0.2,21,14.8,2,100,100,51.493847,-0.1630249,29.0,0.3751516342163086,0,GMT,GMT
2025-07-02T08:00,19.5,2.8,1.1,0.0,79,15.8,21.0,1.1,333,14.4,32,100,100,51.493847,-0.1630249,29.0,0.3751516342163086,0,GMT,GMT
2025-07-02T09:00,19.9,4.5,1.5,0.0,79,16.1,21.3,1.5,299,14.8,100,100,100,51.493847,-0.1630249,29.0,0.3751516342163086,0,GMT,GMT
2025-07-02T10:00,20.3,6.4,0.8,0.0,77,16.1,21.5,0.8,286,16.6,100,93,100,51.493847,-0.1630249,29.0,0.3751516342163086,0,GMT,GMT
2025-07-02T11:00,20.6,7.8,0.1,0.0,74,15.9,21.5,0.1,296,19.8,100,38,96,51.493847,-0.1630249,29.0,0.3751516342163086,0,GMT,GMT
2025-07-02T12:00,20.8,13.4,0.3,0.0,70,15.2,20.6,0.3,303,32.8,100,17,100,51.493847,-0.1630249,29.0,0.3751516342163086,0,GMT,GMT
2025-07-02T13:00,19.3,12.8,0.0,0.0,70,13.6,18.6,0.0,301,35.6,74,29,100,51.493847,-0.1630249,29.0,0.3751516342163086,0,GMT,GMT
2025-07-02T14:00,20.2,11.3,0.0,0.0,62,12.7,19.4,0.0,306,32.4,18,1,64,51.493847,-0.1630249,29.0,0.3751516342163086,0,GMT,GMT
2025-07-02T15:00,22.3,12.0,0.0,0.0,45,9.8,21.4,0.0,305,32.0,2,0,67,51.493847,-0.1630249,29.0,0.3751516342163086,0,GMT,GMT
2025-07-02T16:00,22.9,16.4,0.0,0.0,35,6.8,20.0,0.0,310,40.3,7,3,63,51.493847,-0.1630249,29.0,0.3751516342163086,0,GMT,GMT
2025-07-02T17:00,22.8,14.0,0.0,0.0,32,5.1,19.5,0.0,311,41.0,0,0,10,51.493847,-0.1630249,29.0,0.3751516342163086,0,GMT,GMT
2025-07-02T18:00,22.9,12.5,0.0,0.0,29,4.2,19.7,0.0,311,33.8,0,19,0,51.493847,-0.1630249,29.0,0.3751516342163086,0,GMT,GMT
2025-07-02T19:00,21.2,12.2,0.0,0.0,36,5.4,18.3,0.0,317,34.2,0,0,0,51.493847,-0.1630249,29.0,0.3751516342163086,0,GMT,GMT
2025-07-02T20:00,20.0,11.0,0.0,0.0,39,5.8,17.3,0.0,336,27.7,0,0,0,51.493847,-0.1630249,29.0,0.3751516342163086,0,GMT,GMT
2025-07-02T21:00,18.3,10.9,0.0,0.0,46,6.4,15.8,0.0,352,23.8,0,0,0,51.493847,-0.1630249,29.0,0.3751516342163086,0,GMT,GMT
2025-07-02T22:00,17.0,13.2,0.0,0.0,46,5.4,13.9,0.0,345,29.2,0,0,0,51.493847,-0.1630249,29.0,0.3751516342163086,0,GMT,GMT
2025-07-02T23:00,16.0,11.4,0.0,0.0,47,4.7,13.0,0.0,344,28.8,0,0,0,51.493847,-0.1630249,29.0,0.3751516342163086,0,GMT,GMT
2025-07-03T00:00,15.2,10.7,0.0,0.0,50,4.8,12.4,0.0,344,24.1,0,0,0,51.493847,-0.1630249,29.0,0.3751516342163086,0,GMT,GMT
2025-07-03T01:00,14.0,8.4,0.0,0.0,56,5.4,11.6,0.0,335,19.8,0,0,0,51.493847,-0.1630249,29.0,0.3751516342163086,0,GMT,GMT
2025-07-03T02:00,13.5,7.8,0.0,0.0,60,5.9,11.4,0.0,328,15.8,0,0,0,51.493847,-0.1630249,29.0,0.3751516342163086,0,GMT,GMT
2025-07-03T03:00,13.1,7.6,0.0,0.0,64,6.4,11.0,0.0,324,15.1,0,0,0,51.493847,-0.1630249,29.0,0.3751516342163086,0,GMT,GMT
2025-07-03T04:00,12.7,6.5,0.0,0.0,68,6.9,10.9,0.0,321,14.4,0,0,1,51.493847,-0.1630249,29.0,0.3751516342163086,0,GMT,GMT
2025-07-03T05:00,12.7,6.0,0.0,0.0,72,7.7,11.3,0.0,316,12.2,0,0,12,51.493847,-0.1630249,29.0,0.3751516342163086,0,GMT,GMT
2025-07-03T06:00,13.6,3.3,0.0,0.0,67,7.6,12.5,0.0,311,10.8,0,0,0,51.493847,-0.1630249,29.0,0.3751516342163086,0,GMT,GMT
2025-07-03T07:00,14.9,3.6,0.0,0.0,63,7.8,13.8,0.0,330,13.0,0,0,0,51.493847,-0.1630249,29.0,0.3751516342163086,0,GMT,GMT
2025-07-03T08:00,16.4,3.1,0.0,0.0,57,7.9,15.4,0.0,347,13.3,0,0,0,51.493847,-0.1630249,29.0,0.3751516342163086,0,GMT,GMT
2025-07-03T09:00,17.9,2.0,0.0,0.0,51,7.6,17.4,0.0,360,13.3,0,0,0,51.493847,-0.1630249,29.0,0.3751516342163086,0,GMT,GMT
2025-07-03T10:00,19.1,0.7,0.0,0.0,47,7.6,19.7,0.0,256,12.2,0,0,0,51.493847,-0.1630249,29.0,0.3751516342163086,0,GMT,GMT
2025-07-03T11:00,20.3,2.4,0.0,0.0,43,7.3,21.1,0.0,243,14.8,7,4,0,51.493847,-0.1630249,29.0,0.3751516342163086,0,GMT,GMT
2025-07-03T12:00,21.8,5.4,0.0,0.0,36,6.1,22.0,0.0,240,20.5,1,65,4,51.493847,-0.1630249,29.0,0.3751516342163086,0,GMT,GMT
2025-07-03T13:00,22.9,7.3,0.0,0.0,29,3.7,21.1,0.0,230,23.4,0,56,0,51.493847,-0.1630249,29.0,0.3751516342163086,0,GMT,GMT
2025-07-03T14:00,23.4,8.6,0.0,0.0,26,2.9,20.8,0.0,234,25.9,0,99,63,51.493847,-0.1630249,29.0,0.3751516342163086,0,GMT,GMT
2025-07-03T15:00,23.6,9.0,0.0,0.0,26,2.8,20.6,0.0,257,26.3,0,74,96,51.493847,-0.1630249,29.0,0.3751516342163086,0,GMT,GMT
2025-07-03T16:00,23.5,10.5,0.0,0.0,26,2.9,20.3,0.0,275,28.4,0,54,99,51.493847,-0.1630249,29.0,0.3751516342163086,0,GMT,GMT
2025-07-03T17:00,23.4,11.4,0.0,0.0,27,3.1,20.2,0.0,275,30.2,0,95,99,51.493847,-0.1630249,29.0,0.3751516342163086,0,GMT,GMT
2025-07-03T18:00,22.7,10.3,0.0,0.0,29,3.8,19.8,0.0,269,30.2,0,77,4,51.493847,-0.1630249,29.0,0.3751516342163086,0,GMT,GMT
2025-07-03T19:00,22.5,9.2,0.0,0.0,29,3.8,19.7,0.0,272,25.9,0,100,0,51.493847,-0.1630249,29.0,0.3751516342163086,0,GMT,GMT
2025-07-03T20:00,21.6,7.9,0.0,0.0,32,4.4,19.1,0.0,294,24.5,0,0,0,51.493847,-0.1630249,29.0,0.3751516342163086,0,GMT,GMT
2025-07-03T21:00,20.5,9.4,0.0,0.0,37,5.3,18.0,0.0,306,18.7,0,1,0,51.493847,-0.1630249,29.0,0.3751516342163086,0,GMT,GMT
2025-07-03T22:00,19.7,9.4,0.0,0.0,41,6.0,17.3,0.0,278,18.7,0,0,0,51.493847,-0.1630249,29.0,0.3751516342163086,0,GMT,GMT
2025-07-03T23:00,18.7,11.0,0.0,0.0,43,5.9,16.0,0.0,268,22.7,0,0,0,51.493847,-0.1630249,29.0,0.3751516342163086,0,GMT,GMT
2025-07-04T00:00,17.7,9.0,0.0,0.0,46,6.0,15.4,0.0,270,23.0,0,0,14,51.493847,-0.1630249,29.0,0.3751516342163086,0,GMT,GMT
2025-07-04T01:00,16.3,7.8,0.0,0.0,54,7.1,14.4,0.0,262,18.4,0,0,81,51.493847,-0.1630249,29.0,0.3751516342163086,0,GMT,GMT
2025-07-04T02:00,15.6,7.8,0.0,0.0,58,7.4,13.8,0.0,277,15.1,0,0,98,51.493847,-0.1630249,29.0,0.3751516342163086,0,GMT,GMT
2025-07-04T03:00,15.1,7.1,0.0,0.0,60,7.3,13.3,0.0,276,15.1,0,0,98,51.493847,-0.1630249,29.0,0.3751516342163086,0,GMT,GMT
2025-07-04T04:00,14.5,6.4,0.0,0.0,62,7.3,12.9,0.0,262,13.3,0,0,82,51.493847,-0.1630249,29.0,0.3751516342163086,0,GMT,GMT
2025-07-04T05:00,14.4,5.4,0.0,0.0,64,7.6,13.0,0.0,255,11.9,0,0,67,51.493847,-0.1630249,29.0,0.3751516342163086,0,GMT,GMT
2025-07-04T06:00,15.1,4.6,0.0,0.0,61,7.7,13.8,0.0,252,13.3,0,0,88,51.493847,-0.1630249,29.0,0.3751516342163086,0,GMT,GMT
2025-07-04T07:00,16.3,4.7,0.0,0.0,59,8.2,15.1,0.0,247,15.1,0,0,49,51.493847,-0.1630249,29.0,0.3751516342163086,0,GMT,GMT
2025-07-04T08:00,18.3,4.6,0.0,0.0,52,8.2,17.2,0.0,234,16.9,0,0,24,51.493847,-0.1630249,29.0,0.3751516342163086,0,GMT,GMT
2025-07-04T09:00,20.3,6.4,0.0,0.0,42,6.8,18.9,0.0,230,21.6,0,0,99,51.493847,-0.1630249,29.0,0.3751516342163086,0,GMT,GMT
2025-07-04T10:00,21.8,8.0,0.0,0.0,36,6.0,20.5,0.0,230,25.2,0,0,100,51.493847,-0.1630249,29.0,0.3751516342163086,0,GMT,GMT
2025-07-04T11:00,22.7,9.4,0.0,0.0,34,6.1,20.6,0.0,235,27.7,0,1,78,51.493847,-0.1630249,29.0,0.3751516342163086,0,GMT,GMT
2025-07-04T12:00,24.2,11.5,0.0,0.0,31,6.1,23.1,0.0,229,32.8,0,15,81,51.493847,-0.1630249,29.0,0.3751516342163086,0,GMT,GMT
2025-07-04T13:00,25.3,13.9,0.0,0.0,31,6.8,24.2,0.0,233,38.5,0,2,3,51.493847,-0.1630249,29.0,0.3751516342163086,0,GMT,GMT
2025-07-04T14:00,25.8,14.9,0.0,0.0,31,7.4,24.5,0.0,240,40.7,6,1,5,51.493847,-0.1630249,29.0,0.3751516342163086,0,GMT,GMT
2025-07-04T15:00,26.1,15.5,0.0,0.0,29,6.9,24.1,0.0,250,41.4,1,0,51,51.493847,-0.1630249,29.0,0.3751516342163086,0,GMT,GMT
2025-07-04T16:00,26.1,16.3,0.0,0.0,28,6.3,23.2,0.0,249,42.5,0,0,31,51.493847,-0.1630249,29.0,0.3751516342163086,0,GMT,GMT
2025-07-04T17:00,26.0,16.5,0.0,0.0,28,6.1,22.6,0.0,250,42.5,0,2,78,51.493847,-0.1630249,29.0,0.3751516342163086,0,GMT,GMT
2025-07-04T18:00,25.7,17.3,0.0,0.0,26,4.9,22.0,0.0,261,42.5,0,0,79,51.493847,-0.1630249,29.0,0.3751516342163086,0,GMT,GMT
2025-07-04T19:00,24.9,17.2,0.0,0.0,28,5.2,21.2,0.0,264,42.1,0,0,57,51.493847,-0.1630249,29.0,0.3751516342163086,0,GMT,GMT
2025-07-04T20:00,23.4,13.3,0.0,0.0,35,7.1,20.7,0.0,254,40.3,0,0,96,51.493847,-0.1630249,29.0,0.3751516342163086,0,GMT,GMT
2025-07-04T21:00,22.0,12.7,0.0,0.0,44,9.3,20.0,0.0,237,30.6,0,0,99,51.493847,-0.1630249,29.0,0.3751516342163086,0,GMT,GMT
2025-07-04T22:00,20.9,14.1,0.0,0.0,53,10.9,19.1,0.0,238,32.4,0,55,100,51.493847,-0.1630249,29.0,0.3751516342163086,0,GMT,GMT
2025-07-04T23:00,20.0,14.8,0.0,0.0,57,11.2,18.2,0.0,241,34.6,0,97,94,51.493847,-0.1630249,29.0,0.3751516342163086,0,GMT,GMT
2025-07-05T00:00,19.3,16.6,0.0,0.0,56,10.4,17.0,0.0,244,38.2,0,90,100,51.493847,-0.1630249,29.0,0.3751516342163086,0,GMT,GMT
2025-07-05T01:00,18.6,15.2,0.0,0.0,55,9.5,16.3,0.0,248,34.9,0,3,74,51.493847,-0.1630249,29.0,0.3751516342163086,0,GMT,GMT
2025-07-05T02:00,17.4,15.0,0.1,0.0,59,9.2,15.0,0.1,251,35.3,0,60,100,51.493847,-0.1630249,29.0,0.3751516342163086,0,GMT,GMT
2025-07-05T03:00,17.0,13.7,0.6,0.0,60,9.1,14.8,0.6,236,33.8,2,90,100,51.493847,-0.1630249,29.0,0.3751516342163086,0,GMT,GMT
2025-07-05T04:00,16.6,12.6,0.0,0.0,60,8.9,14.5,0.0,229,31.3,12,100,93,51.493847,-0.1630249,29.0,0.3751516342163086,0,GMT,GMT
2025-07-05T05:00,16.3,13.2,0.0,0.0,67,10.2,14.4,0.0,227,30.2,55,66,1,51.493847,-0.1630249,29.0,0.3751516342163086,0,GMT,GMT
2025-07-05T06:00,16.9,14.7,0.0,0.0,68,11.0,15.1,0.0,227,34.9,98,33,10,51.493847,-0.1630249,29.0,0.3751516342163086,0,GMT,GMT
2025-07-05T07:00,18.0,16.6,0.0,0.0,67,11.8,16.1,0.0,230,40.0,100,0,71,51.493847,-0.1630249,29.0,0.3751516342163086,0,GMT,GMT
2025-07-05T08:00,18.7,15.5,0.0,0.0,66,12.2,17.1,0.0,228,40.3,100,13,80,51.493847,-0.1630249,29.0,0.3751516342163086,0,GMT,GMT
2025-07-05T09:00,20.0,21.5,0.0,0.0,63,12.9,17.8,0.0,251,50.8,100,61,100,51.493847,-0.1630249,29.0,0.3751516342163086,0,GMT,GMT
2025-07-05T10:00,19.6,19.2,0.1,0.0,69,13.7,18.0,0.1,244,51.5,35,100,100,51.493847,-0.1630249,29.0,0.3751516342163086,0,GMT,GMT
2025-07-05T11:00,20.1,22.1,0.1,0.0,68,14.0,18.1,0.1,243,50.4,94,85,100,51.493847,-0.1630249,29.0,0.3751516342163086,0,GMT,GMT
2025-07-05T12:00,20.1,15.6,0.4,0.0,72,14.9,19.4,0.4,240,51.8,100,100,99,51.493847,-0.1630249,29.0,0.3751516342163086,0,GMT,GMT
2025-07-05T13:00,19.9,18.6,0.6,0.0,72,14.7,18.8,0.6,240,51.8,100,89,100,51.493847,-0.1630249,29.0,0.3751516342163086,0,GMT,GMT
2025-07-05T14:00,20.9,21.8,0.0,0.0,65,14.2,19.1,0.0,236,50.8,100,25,90,51.493847,-0.1630249,29.0,0.3751516342163086,0,GMT,GMT
2025-07-05T15:00,21.0,23.0,0.0,0.0,66,14.3,19.0,0.0,241,54.4,100,2,35,51.493847,-0.1630249,29.0,0.3751516342163086,0,GMT,GMT
2025-07-05T16:00,21.0,18.5,0.0,0.0,68,14.9,19.9,0.0,241,53.3,100,5,41,51.493847,-0.1630249,29.0,0.3751516342163086,0,GMT,GMT
2025-07-05T17:00,21.3,20.8,0.0,0.0,68,15.2,20.0,0.0,243,50.0,62,0,13,51.493847,-0.1630249,29.0,0.3751516342163086,0,GMT,GMT
2025-07-05T18:00,21.6,21.7,0.0,0.0,67,15.2,20.2,0.0,247,49.3,64,0,0,51.493847,-0.1630249,29.0,0.3751516342163086,0,GMT,GMT
2025-07-05T19:00,21.2,20.0,0.0,0.0,69,15.4,20.1,0.0,247,49.3,56,6,3,51.493847,-0.1630249,29.0,0.3751516342163086,0,GMT,GMT
2025-07-05T20:00,20.5,11.8,0.0,0.0,74,15.7,20.7,0.0,232,44.6,70,0,0,51.493847,-0.1630249,29.0,0.3751516342163086,0,GMT,GMT
2025-07-05T21:00,19.8,11.1,0.1,0.0,78,15.8,20.1,0.1,240,26.3,89,0,22,51.493847,-0.1630249,29.0,0.3751516342163086,0,GMT,GMT
2025-07-05T22:00,19.4,12.6,0.1,0.0,76,15.0,19.3,0.1,260,28.1,100,0,100,51.493847,-0.1630249,29.0,0.3751516342163086,0,GMT,GMT
2025-07-05T23:00,18.9,13.4,0.0,0.0,74,14.1,18.3,0.0,256,30.6,56,0,100,51.493847,-0.1630249,29.0,0.3751516342163086,0,GMT,GMT
2025-07-06T00:00,18.3,12.9,0.0,0.0,76,13.9,17.7,0.0,249,30.6,18,0,96,51.493847,-0.1630249,29.0,0.3751516342163086,0,GMT,GMT
2025-07-06T01:00,18.4,10.9,0.0,0.0,79,14.6,18.4,0.0,251,24.8,47,34,47,51.493847,-0.1630249,29.0,0.3751516342163086,0,GMT,GMT
2025-07-06T02:00,18.2,10.0,0.0,0.0,80,14.6,18.2,0.0,253,24.1,48,15,100,51.493847,-0.1630249,29.0,0.3751516342163086,0,GMT,GMT
2025-07-06T03:00,17.9,8.7,0.0,0.0,82,14.7,18.2,0.0,253,22.3,9,24,100,51.493847,-0.1630249,29.0,0.3751516342163086,0,GMT,GMT
2025-07-06T04:00,17.5,8.4,0.0,0.0,84,14.8,17.9,0.0,255,18.7,82,41,100,51.493847,-0.1630249,29.0,0.3751516342163086,0,GMT,GMT
2025-07-06T05:00,17.4,8.8,0.0,0.0,85,14.8,17.7,0.0,268,21.2,91,2,100,51.493847,-0.1630249,29.0,0.3751516342163086,0,GMT,GMT
